TWEET,true_emoji,pred_emoji
You bet.,smirk,wink
That's a bet,smirk,blush
Confession: I'm addicted/ obsessed with Starbucks.,grin,weary
Starbucks,blush,yum
who wanna bet she don't leave?,smirk,blush
I want Starbucks,sob,weary
Starbucks would be nice,yum,weary
Talk like you bet it all on me,weary,smirk
YASSSSSS my girl ! #OneShot,grin,heart_eyes
bet MONEY,sob,blush
I bet so,sob,wink
Oh yes,sob,heart_eyes
Nak subway,weary,sob
I bet!!!,grin,weary
did you know we get free refills at Starbucks ?,heart_eyes,weary
They bet not break up,sob,weary
Happy Birthday bebeker!! Bet ko yung attitude mong matapang &amp; being true to yourself. Hope we can get more closer stay…,grin,heart_eyes
Someone bring me starbucks,heart_eyes,weary
Starbucks,heart_eyes,yum
Okay,yum,blush
alright bet,yum,blush
that's a bet,smirk,blush
I bet,blush,weary
Iman bet not never f* up,heart_eyes,sob
Starbucks,heart_eyes,yum
"I miss you, you're so cute",yum,sob
More #starbucks goodies for me #tobeapartner #PSL #cofeepassion,grin,heart_eyes
Craving dominos,yum,weary
I'm that girl who walks into class late with starbucks.. who's with me,sob,weary
Wendys,heart_eyes,blush
McDonalds,heart_eyes,yum
I want Starbucks,sob,weary
Pic creds,heart_eyes,sob
I bet chu do,sob,blush
I miss Starbucks,sob,weary
That's a bet,yum,blush
lmfao bet ya can't hit it like that buuut,wink,blush
i want some starbucks but i don't feel like going get it,sob,weary
subway,wink,yum
bet I'm in there also,sob,blush
The most important ones are friends like that go to mcdonalds with you at 1:26am ️ #friesbeforeguys,relaxed,sob
Eating from dominos,sob,weary
I drink Starbucks everyday,weary,heart_eyes
i bet you looking for a real nigga too,yum,smirk
I gotta go to Walmart,blush,weary
"Fuck Starbucks yo, I miss Dunkin",sob,weary
"Happy Friday! Couldn't decide which breakfast treat to get, so I'll sample a bit of both.",yum,heart_eyes
i want some dominos,yum,weary
McDonalds for dinner,grin,blush
I bet!!,wink,weary
I bet!,wink,blush
Might turn this Subway into a McChicken,heart_eyes,sob
Hell yea,weary,sob
starbucks,heart_eyes,yum
bet this smells amazing,heart_eyes,blush
I need starbucks,yum,weary
Walmart sell Jordans now,flushed,sob
Subway,heart_eyes,yum
I want Starbucks,yum,weary
Catch the good sis on #OnlyForOneNight on guys! We are so proud of her #JVarmy,sob,heart_eyes
i want mcdonalds,sob,weary
I really want some Starbucks,yum,weary
no way,sob,flushed
i bet lol,weary,sob
you bet️,relaxed,wink
Starbucks,weary,yum
Need Starbucks,yum,weary
bet. nicki &amp;&amp; morgan,blush,sob
Welp,sob,flushed
honestly my biggest pet peeve is Starbucks taking forever when they're empty,weary,heart_eyes
I BET,grin,weary
You're so cute we proved him wrong. #bet,weary,sob
I go to Walmart for one thing and come out with bags never fails ..,weary,sob
i want starbucks,yum,weary
Bet you can't do it like me,wink,relaxed
I bet you do ️,relaxed,smirk
Girl I need to find me another job I'm so not for dealing with Walmart bullshit at all,weary,sob
aight bet,yum,blush
Subway sounds good,weary,yum
I did ️,relaxed,blush
and Starbucks,flushed,weary
me af,sob,weary
Bet that wet that,sob,blush
"(at in Al Zour, Al Ahmadi)",heart_eyes,yum
Subway cookies are the best,yum,heart_eyes
I'm on yo ass now yes u do she lying,sob,smirk
Funny how it as gone from #Wengerout to #KroenkeOut bet we're in for one hell of a show this season,blush,sob
Some subway cookies and Doritos flames sound fire right now,sob,weary
"Fav , wish it was like 5 minutes long",sob,weary
Wtfffff me too !,weary,sob
I bet,flushed,weary
I want Starbucks,sob,weary
Craving for Starbucks,sob,weary
What kind of gas station doesn't have Starbucks frapps? I'm stuck with McDonald's iced coffee. &lt;/3,sob,weary
I hope Walmart run out of madden games today,blush,sob
bet I will,wink,blush
IGHT BET,sob,smirk
Wanna bet?,blush,smirk
When surprises me with Starbucks because I've been stressing over my exam &gt;&gt;&gt;,heart_eyes,yum
I Wear What I Want... I Do What I Want...Call Me Whateve But I Bet Money You Want Beat My Ass,blush,sob
I bet I will,grin,blush
Bet u do,smirk,wink
I bet you is,sob,blush
Starbucks,blush,yum
I bet u will,wink,blush
Subway would be great right now,weary,yum
you bet ️,relaxed,wink
ight bet,sob,smirk
THE BET AWARDS TONIGHT ?!,flushed,sob
I want dominos,sob,weary
Fuckin cryin,weary,sob
I bet,flushed,weary
"Yes Fr , she's mine now ️",relaxed,wink
Well done #SWNT on qualification! I bet your brother's proud (used to work with him),wink,sob
"Bet nobody that you've been with even know you a freak, right? You know you only do that with me",yum,wink
i peep that new vid with kelly and maddy,smirk,sob
I bet,blush,weary
you bet,blush,wink
I bet you do,wink,smirk
Starbucks sounds great rn,heart_eyes,weary
Starbucks,heart_eyes,yum
uglah lil kid,heart_eyes,sob
Oh my,flushed,heart_eyes
yeah I bet,blush,smirk
"omg they're so cute, I bet they bad as hell",sob,heart_eyes
aww thats cool~ i bet y'all are hyper haha ahh i see thanks,grin,sob
you bet I'll be there,blush,smirk
I bet!!,wink,weary
I want a subway,weary,yum
follow me,wink,blush
lol they didn't care about his pizza when they cut it. Trust me I used to work at dominos,sob,weary
starbucks,heart_eyes,yum
alright bet,grin,blush
cousin fine ass,heart_eyes,sob
Starbucks,heart_eyes,yum
lmao jus tell em ... I bet if it were some random chick people would say that's wack,grin,sob
Lmfaoooo,weary,sob
So we going to ignore the fact that there's a horse in drive-thru,sob,weary
Got free starbucks while we were stuck during the rain,grin,blush
Craving subway,yum,weary
bet that,grin,blush
I want some subway,yum,weary
yes bet,heart_eyes,blush
oh I bet it is,smirk,wink
I bet,grin,weary
subway for breakfast,yum,grin
"lmao yall wont enn make da playoffs, tryin bet tonight or u wan see how your mob lookin first",grin,sob
I want Starbucks,heart_eyes,weary
The person in the car in front of me at the drive thru bought me my coffees this morning ️ Remember to pay…,relaxed,blush
I want some Starbucks,sob,weary
I want Starbucks,yum,weary
Someone buy me subway,sob,weary
Same,sob,weary
i love you,sob,heart_eyes
Someone please buy me Starbucks,weary,sob
Exactly,sob,blush
yeah I bet,flushed,smirk
Bet U ready na,wink,blush
oh okay bet,blush,wink
I want Starbucks so bad,heart_eyes,weary
I bet they are chocolate women skin glow like its radioactive,heart_eyes,sob
i bet it was,weary,wink
I be tryna tell y'all,weary,sob
I bet you never really made love to an angel,smirk,heart_eyes
I want Starbucks,sob,weary
My favorite,heart_eyes,yum
Starbucks before work,grin,yum
Subway hit the spot,heart_eyes,yum
This movie on BET,sob,flushed
Yooo!! The nanakuli mcdonalds just put my order on the house! Free food tonight b,yum,weary
When the person in front of me in the Starbucks line paid for my order!! #PayItForward,heart_eyes,sob
"really want some olive garden, mcdonalds or carrabas",sob,weary
I miss them,sob,weary
I want Starbucks,sob,weary
"I bet girl, pray so you can have patience .",wink,blush
I bet,grin,weary
I bet,grin,weary
"Animals, corporate bailouts, Starbucks, and watching a black guy fuck their wife silly",smirk,sob
Starbucks,wink,yum
bet! what time we getting them tomorrow,sob,wink
". I bet people on this hoe like ""look at this headass couple"" but fuck em",smirk,sob
"When in Seattle, fuck Starbucks. Organic coffee houses with sustainable coffee beans make me feel some type of way",weary,sob
We’re not sure if our employees or customers are more excited that our Starbucks Coffee Bar has been installed!,wink,heart_eyes
Nobody understands my love for chicken fries.,heart_eyes,sob
McDonalds advert,heart_eyes,sob
Bet lol,smirk,grin
Subway surfers,sob,weary
I bet,blush,weary
and Starbucks,sob,weary
Craving Starbucks,yum,weary
this &gt;&gt;&gt; man what !,weary,sob
I bet she touched him every time,yum,sob
Oh my lord,heart_eyes,blush
I want Starbucks,sob,weary
i bet,blush,weary
aight bet.,blush,weary
Craving subway,yum,weary
i love you,blush,heart_eyes
I bet she does,yum,wink
I want starbucks,sob,weary
I don't think this school understands that I need unlimited flex for Starbucks,weary,sob
Ight bet,smirk,relaxed
okay bet,grin,blush
Really want Starbucks,sob,weary
This movie on BET pissing me off,grin,sob
"Especially that kind of broccoli, I bet.",smirk,heart_eyes
ooo bet,grin,weary
Bet why,sob,weary
New music. New shows. 9/22 - Uvill Starbucks 10/9 - Crocodile,heart_eyes,sob
I bet it'll all be perfect,heart_eyes,blush
Bet y'all didn't know I was a yoga enthusiast back in my day,smirk,sob
I want Starbucks,sob,weary
I want subway,sob,weary
They were Mexican,heart_eyes,sob
Papa in starbucks chillin waitin on da caramel latte ine know wa u runnin on wit,sob,weary
Sounds good! And I'll bet it will be humorous too. You've def sold one copy .,wink,blush
joji hates his fans but you know who doesnt hate his fans?! ChildrenOfOwls,heart_eyes,blush
I bet it sucks to be you right now,blush,smirk
I want Starbucks,sob,weary
Starbucks kinda morning,yum,heart_eyes
It's national iced tea day I'll be there in a bit,yum,sob
i want starbucks,blush,weary
I bet he does,weary,wink
I bet,blush,weary
"Ain't gotta like me, bet you know my name though",smirk,wink
I want Starbucks .,yum,weary
I bet it was,smirk,wink
I bet,blush,weary
Starbucks please,smirk,sob
wanna bet,yum,smirk
get yourself a friend that brings you Starbucks in the morning,heart_eyes,weary
Brighter lipsticks always look the best on dark skinned women,heart_eyes,blush
I love subway so much,heart_eyes,yum
I bet you do,sob,wink
i bet,wink,weary
how much you wanna bet ho? &amp; when he get back I'll tell him.,heart_eyes,blush
this &gt;&gt;&gt; man what !,weary,sob
want starbucks,sob,weary
I bet huh,smirk,sob
ok bet,grin,blush
Ok no seriously I bet not see y'all wit this in y'all head,weary,sob
Damn right,sob,wink
THATS A BET,grin,wink
bet that up,wink,blush
Starbucks,weary,yum
if you saw him,heart_eyes,sob
subway,heart_eyes,yum
I bet,heart_eyes,weary
please could u send some 350's my way haha? If i don't ask i suppose i don't geti bet u wont even see this #wastedtweet,wink,sob
"oooo damn look how far you've come since the last time you were there, I bet with a lot less books this time",smirk,blush
Get me some,sob,weary
(@ Starbucks),yum,smirk
Subway,heart_eyes,yum
from Starbucks?,heart_eyes,yum
Bet tell her you need that 50,yum,smirk
super bet,yum,heart_eyes
"omg they're so cute, I bet they bad as hell",sob,heart_eyes
ard bet we really gonna be out,grin,blush
ok bet,wink,blush
starbucks,weary,yum
We got mcdonalds and they forgot our fries like wth,sob,weary
lmfao bet,smirk,blush
Chicken fillet,grin,heart_eyes
She a Baddie,heart_eyes,sob
I saw this at my local Walmart and snagged one!,blush,heart_eyes
These make me proud to have worked for We keep raising the bar . htt…,heart_eyes,sob
Bet 1 is completed,smirk,sob
I bet,blush,weary
She was so pretty,weary,heart_eyes
bet it was,smirk,weary
I want McDonalds breakfast ️,relaxed,weary
I want Starbucks,yum,weary
Craving for McDonalds,weary,heart_eyes
Subway's chocolate chip cookies,yum,heart_eyes
lmao I bet. My friends know how I get down too. My family calls me a black panther,sob,heart_eyes
Mcdonalds nuggets,heart_eyes,weary
YES! So often we use this as a good excuse to partake. I bet the devil just loves that.,weary,grin
I bet ️,relaxed,weary
Soml,blush,weary
I actually almost got emotional at having PSL because summer is over,sob,blush
I want Starbucks,sob,weary
Oh god I want this,heart_eyes,sob
I want starbucks right now,yum,weary
Dont Make Me Fuck Ya Bitch Bet Im Ya Bitch Type,smirk,sob
lets bet,smirk,wink
I bet,smirk,weary
Subway sound so good rn,yum,weary
ight bet,wink,smirk
Damn,sob,flushed
A simple 2 hours to organize my thoughts... #plan #organize #actionnextweek @ Subway Shopwise…,yum,sob
Bet that,sob,blush
okay bet,blush,relaxed
Yo fit . You swagged this one Jor,heart_eyes,sob
McDonalds,wink,yum
bet you and won't try this,wink,sob
bet I will wait for u we can get some together ️ nd Nipples !! ️,relaxed,smirk
My manager bought me Starbucks,grin,blush
I bet,heart_eyes,weary
hope my boy likes these,heart_eyes,blush
i fucking bet,sob,weary
could really do with a caramel frappe from starbucks,heart_eyes,yum
There was also like a fridge with assorted drinks and some snacks laid out (and Starbucks ).,smirk,yum
they're back,weary,heart_eyes
girl,sob,weary
going to Starbucks,blush,yum
"I bet it's a struggle for you ain't it, laying down having your toes touch the roof",sob,blush
You ain't gotta like me bet you know my name though,smirk,wink
I hope so,sob,yum
I bet it is,sob,wink
bet you wont,sob,smirk
alright bet,sob,blush
Yes and we are also the same centimetres of height. I understand you.,blush,sob
I bet,wink,weary
Brotherly love on BET,weary,blush
want some starbucks,yum,weary
Oh I bet. Probably felt really good to shove it into someone's ass though.,yum,sob
Waiting on my dominos,blush,weary
I want Starbucks,sob,weary
I love you so much! Wouldn't want to go on Starbucks and gym adventures with anyone else,wink,sob
I want some dominos,yum,weary
Hany,blush,yum
Sell out,smirk,sob
I bet,sob,weary
aye I bet,smirk,wink
Oooop I wish somebody would tell me this,heart_eyes,sob
that's a bet,yum,blush
Sheetz,heart_eyes,yum
Backup plan aq,grin,sob
them wings and milkshakes look delicious omg,yum,weary
Ight bet sister,sob,blush
@ Starbucks Indonesia,heart_eyes,yum
I need Starbucks,sob,weary
owwwe bet,yum,sob
I bet,wink,weary
you bet,smirk,wink
I bet,wink,weary
I be damned I don't even eat McDonalds no more lol,sob,heart_eyes
we gone go in subway together cause i'll eat your shit in your face,sob,weary
Subway for lunch,blush,yum
oh I bet,blush,wink
bitch I knoww I was mad because I wanted McDonalds but i was too drunk to eat lmfao,sob,weary
I bet it is,weary,wink
that whole verse Bryson killed it,weary,sob
I bet you don't,wink,smirk
I want some subway,yum,weary
Ok bet,grin,blush
Sounds good,weary,blush
Someone bring me Starbucks to work.,grin,yum
"When gam sends you that ""are you up?"" text, you know you're getting Starbucks",heart_eyes,sob
I bet you did,heart_eyes,wink
I want starbucks,sob,weary
ayeeee bet umma hold you to that,blush,sob
"sorry, I bet you hear that a lot. I could resist tho",wink,sob
"They just want you to leave so either ways , you not home .",blush,weary
Ok no seriously I bet not see y'all wit this in y'all head,weary,sob
making wish I can go to Walmart and get ice cream,sob,weary
I bet,sob,weary
Bruh,weary,sob
I bet,wink,weary
Someone take me to Starbucks please,weary,sob
bet me,wink,smirk
Wanna bet?,wink,smirk
lol bet,grin,blush
I Bet,wink,weary
Starbucks here I come,heart_eyes,yum
You know we solid boo,blush,sob
Bet not,sob,wink
Someone take me to Starbucks please,weary,sob
I bet,wink,weary
Subway,heart_eyes,yum
I bet it was.,weary,wink
yeah such a spark bet Swara &amp; Sanskar,heart_eyes,blush
It's a bet,grin,smirk
The next hoe that you love I bet I make that hoe my bitch,smirk,blush
you bet ya,wink,smirk
let's all go to Starbucks then a haunted house on a little girls date,heart_eyes,weary
Free Starbucks,blush,relaxed
Day 1 of heating healthy .... already craving McDonalds,sob,weary
"Okok bet , thanks!",smirk,blush
bet bet thanks ️,relaxed,blush
I want Starbucks.,blush,weary
you bet not snitch ho!,sob,blush
I am not playing ️,relaxed,sob
Starbucks,weary,yum
lol I bet,sob,blush
does anyone else people watch when there in like starbucks or somewhere and when you get caught it's like heyyyy,flushed,sob
I bet,smirk,weary
I bet,wink,weary
omg I bet,weary,sob
I'm craving Starbucks,sob,weary
Lmao bet,sob,wink
starbucks,grin,yum
Got me some Starbucks,blush,yum
Shet up!,sob,weary
I bet mine will put em in a two and eight but at least I have always supported our Jez,wink,sob
starbucks,sob,yum
Alright bet,yum,blush
I bet he is,wink,yum
Real,smirk,weary
Subway ce soir,yum,smirk
Need,heart_eyes,sob
THATS A BET!!!!,heart_eyes,blush
bring me Starbucks,sob,weary
Starbucks,heart_eyes,yum
"you ain't gotta like me, bet you know my name though",smirk,wink
Ight bet,blush,smirk
Morning shifts got me like #McDonalds #coffee #morningmess #ckrw #multitasking #CFmomlife #kindermom,flushed,sob
lmfao bet ya can't hit it like that buuut,wink,blush
I want a tea from Starbucks,weary,sob
Girl forgot and soaked my sub from subway in chipotle sauce,sob,weary
i bet you do,wink,smirk
I bet it's,heart_eyes,smirk
i bet u r,weary,wink
you wanna bet,grin,smirk
I want some Starbucks soooo bad,sob,weary
NO WAY I'm so excited,heart_eyes,sob
oh I bet he is,wink,smirk
bet say less,yum,grin
I need Starbucks,sob,weary
fucking bet,weary,smirk
I bet! ️️,relaxed,blush
"INTEREST MEETING in the Internet cafe (Starbucks), will have refreshments ️ #ncwc #ncwc20",relaxed,sob
Finna hit the road n it bet not rain,sob,smirk
Sounds good! And I'll bet it will be humorous too. You've def sold one copy .,wink,blush
I love Mcdonalds but hopefully I can get this job at Chipotle,weary,sob
Subway,heart_eyes,yum
"I bet they said they invented the dual camera with depth sensor and stereo speakers. Oh and the color ""jet black"" . HTC M8",wink,sob
Looks glorious right about now,weary,blush
Bet it was,wink,weary
oh bet,yum,smirk
I bet you won't @ them,flushed,wink
Girl I need to find me another job I'm so not for dealing with Walmart bullshit at all,weary,sob
Can't leave subway without no cookies,yum,weary
gotta tryy esp ice matcha,heart_eyes,sob
And bet not lose it,heart_eyes,sob
I bet.,blush,smirk
Subway,heart_eyes,yum
I want Starbucks!,yum,weary
I bet ya,wink,blush
shoulda got that subway,sob,yum
"bet, it's a date",grin,sob
them wings and milkshakes look delicious omg,yum,weary
want some subway,yum,weary
brotherly love on BET,heart_eyes,blush
This subway is hitting the spot,sob,yum
T-Mobile Tuesdays came through with the 6 Inch Subway sandwich,yum,weary
Starbucks,heart_eyes,yum
Put that dick up in her pussy bet she feel it in her toes,blush,smirk
I bet.,sob,smirk
Got the kids a booster juice and myself a Starbucks. Now to run some errands. #caffeinated #blogger #momlife,smirk,weary
Walmart really selling retros,sob,weary
That's a bet,wink,blush
subway,heart_eyes,yum
I bet it is,blush,wink
cie bet jimin,heart_eyes,sob
We will leave here at 2PM! Then return again at 3PM,blush,sob
STARBUCKS,grin,yum
lol bet,smirk,blush
I bet,wink,weary
Subway please,weary,yum
Subway,grin,yum
bet. nicki &amp;&amp; morgan,blush,sob
You're too cute,heart_eyes,sob
I want Subway,yum,weary
This movie on bet so good,weary,sob
Hell yea,weary,sob
but i bet they were written by one,blush,sob
I love McDonalds,smirk,sob
"Found an old ass Starbucks gift card in my wallet, figured there was only a few cents on it... $30 #friday",heart_eyes,weary
Goals,weary,sob
Y'all that pumpkin spice from Starbucks is everything,heart_eyes,yum
I know,sob,weary
You bet your sweet ass it's shakey's,wink,sob
I need this,weary,sob
I bet the people involved lived in building C. Couples over there stay having issues.,weary,blush
bet you wont @ her,flushed,sob
starbucks pls,yum,sob
I bet it did,wink,yum
"I have no shame, I love me some #starbucks #pumpkinspicelatte",yum,weary
bet you wont @ her,flushed,sob
I bet my #UNEEK never had a better view,wink,blush
lmao bet️️,relaxed,wink
Iight bet,sob,wink
bet u do,smirk,wink
I bet we'll make it trend no matter what. Because our fandom is huge #6MonthsOfKRPKAB,heart_eyes,sob
I bet,heart_eyes,weary
ard bet,grin,blush
I bet Seth Rogen is a bomb ass cuddler,heart_eyes,sob
We’re not sure if our employees or customers are more excited that our Starbucks Coffee Bar has been installed!,wink,heart_eyes
you bet,blush,wink
bet you we love her more,wink,heart_eyes
I bet you,smirk,wink
Kingy's there and omg I bet he gets all the attention from the girls I wanna see them dote on him and his cuteness,heart_eyes,sob
I want Starbucks,sob,weary
I want Starbucks,sob,weary
Starbucks!!!,wink,yum
Same,sob,weary
I want Starbucks,heart_eyes,weary
Starbucks..,blush,wink
I KNOW,sob,weary
I ain't gonna lie Volkswagen killed it,heart_eyes,sob
They probably add the toxic beef juice they put on their fries,sob,weary
Someone bring me Starbucks please,blush,sob
subway?,heart_eyes,wink
i bet you they sorry,heart_eyes,sob
I bet,sob,weary
I bet you are,heart_eyes,wink
Everyday,sob,weary
I got subway,heart_eyes,yum
I bet!,grin,blush
Bet I don't do shit for anyone anymore guarantee you that,blush,sob
Got free Starbucks,sob,blush
i bet you do ️,relaxed,smirk
I love you so much! Wouldn't want to go on Starbucks and gym adventures with anyone else,wink,sob
lol I bet it do,sob,blush
I bet that peach one slaps,sob,smirk
I'm craving Starbucks,heart_eyes,weary
"When in Seattle, fuck Starbucks. Organic coffee houses with sustainable coffee beans make me feel some type of way",weary,sob
Chris took NyQuil 30 minutes ago &amp; bet me he could stay awake past 12:45am. He passed out 15 minutes later,smirk,heart_eyes
bet I'll be waiting,blush,weary
Got the cheese melting out the phone though damn,sob,heart_eyes
I'm addicted to Starbucks,sob,weary
Subway,weary,yum
100% bet on my salary...He said it Sushma Swaraj got a new advisor....,blush,sob
hmm I bet,wink,smirk
Someone bring me Starbucks,sob,weary
at mcdonalds,smirk,blush
I bet,sob,weary
I want pizza,heart_eyes,weary
I want Starbucks,heart_eyes,weary
I bet it is,sob,wink
16 seconds. Mind how you go. Bet you've got a cracking love life,grin,smirk
i bet,sob,weary
I bet so many bitches drool over him,weary,sob
"sorry, I bet you hear that a lot. I could resist tho",wink,sob
Gotta love free Starbucks,wink,yum
Exactly,sob,blush
das a bet,wink,blush
I really want Starbucks ️,heart_eyes,weary
I bet,sob,weary
Naw my playa card gone get revoked I can't tell you,weary,blush
shit I bet,sob,blush
You bet your sweet ass it's shakey's,wink,sob
Aii bet,blush,smirk
I did ️,relaxed,blush
you bet,weary,wink
You bet I do,grin,wink
What do you do when your #flight gets #delayed? Buy yourself a #starbucks #frappe,grin,sob
YES! So often we use this as a good excuse to partake. I bet the devil just loves that.,weary,grin
super bet,yum,heart_eyes
why is this me,sob,weary
Facts ️,relaxed,sob
I want starbucks,sob,weary
Really want Starbucks rn,yum,heart_eyes
We really wit the shits you bet not piss us,smirk,sob
Subway sounds good,weary,yum
Making an emergency trip to,weary,heart_eyes
Thank you,sob,blush
"lmbao bet, i thought you were gone @ him so i could have a peaceful convo with him",smirk,wink
So much work to complete :') 10$$$$ bet a migraine will happen tomorrow,blush,weary
Subway sounds good,smirk,yum
Starbucks,blush,yum
Kanye been fuckin with mcchickens on the low?,flushed,weary
wow bet,wink,sob
I wish someone would bring me Starbucks,weary,sob
McDonalds,blush,yum
bet on it,wink,blush
Jealous of the people who buy Starbucks RIGHT AFTER a work out...like I gain weight just by thinking about it,sob,weary
and I bet you're gonna use Genji in the fight smh,smirk,sob
I want Starbucks,sob,weary
"lmbao bet, i thought you were gone @ him so i could have a peaceful convo with him",smirk,wink
I bet hoes think they know who I'm talking to.... But they don't,yum,sob
I actually almost got emotional at having PSL because summer is over,sob,blush
Better bet I'm going all out for Spirit week.,yum,blush
I bet this is what you had in mind,wink,sob
that's a bet. ️,relaxed,blush
Y'all be hyping up the dominos pasta dishes it wasn't good,sob,weary
I bet it was,blush,wink
I need,weary,heart_eyes
Craving a dominos,weary,yum
Walmart run,yum,grin
Enjoyed starbucks and talking with a good friend!,blush,heart_eyes
wow. I bet whoever smells it would fall in love with you,heart_eyes,sob
PL. (@ Starbucks in Coyoacan w/ ),heart_eyes,blush
love Starbucks,grin,heart_eyes
Subway sounds so good,weary,yum
Brotherly Love on BET,flushed,blush
I bet #Oomf taste like pink starburst,yum,heart_eyes
Really want a subway,sob,weary
stupid Starbucks,sob,weary
I got my subway,heart_eyes,grin
I bet you are,smirk,wink
Starbucks,heart_eyes,yum
bet I will wait for u we can get some together ️ nd Nipples !! ️,relaxed,smirk
want mcdonalds,sob,weary
oh ok bet,blush,smirk
"I miss you, you're so cute",yum,sob
really craving starbucks rn,yum,sob
owwwe bet,yum,sob
follow me,wink,blush
LOL BET,smirk,blush
I bet you did,blush,wink
Starbucks,grin,yum
I bet,sob,weary
Someone take me to Starbucks,blush,sob
bet that!,weary,wink
okay bet,yum,blush
I BET,wink,weary
wanna bet,blush,smirk
Starbucks,wink,yum
I really want some subway,yum,weary
mommy got me mcdonalds,blush,sob
and you can bet your sweet bippy he's missing you,wink,sob
She's bad af,heart_eyes,sob
i bet,yum,weary
No need to mute. I'm sure she blocked before anyone could respond.,smirk,sob
I ain't gonna lie Volkswagen killed it,heart_eyes,sob
Starbucks date?,yum,smirk
I want Starbucks,sob,weary
I bet,blush,weary
I'll take that bet,smirk,wink
When surprises me with Starbucks because I've been stressing over my exam &gt;&gt;&gt;,heart_eyes,yum
oh shit haha I bet it was worth it though!,flushed,wink
Someone please get me subway,sob,weary
man bet you a juice pack from walmart. i'm sick of seeing you like this,sob,weary
really craving starbucks rn,yum,sob
Starbucks sounds so good rn,yum,weary
Starbucks,sob,yum
I saw this at my local Walmart and snagged one!,blush,heart_eyes
I want Starbucks,yum,weary
i bet it do,blush,sob
(at Starbucks) [pic] —,blush,heart_eyes
omg I bet,weary,sob
I bet! ️,relaxed,blush
someone should hook me up with an iTunes and/or Starbucks gift card for my birthday,yum,heart_eyes
seriously!! subway cookies &amp; polar pops,sob,heart_eyes
you're welcome,grin,wink
bet your gutted,weary,blush
aight bet,smirk,blush
I want Starbucks,sob,weary
Craving subway,yum,weary
I NEED STARBUCKS,flushed,weary
That's a bet,heart_eyes,blush
"I bet they said they invented the dual camera with depth sensor and stereo speakers. Oh and the color ""jet black"" . HTC M8",wink,sob
Now they wanna play us on regular TV! Yea I bet....#KNICKS #TEAMKNICKS #NYK4LIFE…,wink,weary
these boys shooting 20 bet 20,flushed,sob
"Okok bet , thanks!",smirk,blush
I want starbucks.,heart_eyes,weary
"iight bet , touch me nd ima hurt you .",blush,wink
Got the kids a booster juice and myself a Starbucks. Now to run some errands. #caffeinated #blogger #momlife,smirk,weary
I bet,wink,weary
Starbucks,heart_eyes,yum
I laugh in my head cause I bet that my ex looking back like a pillar of salt,sob,wink
OH MY GOODNESS,heart_eyes,sob
I want some starbucks,yum,weary
ugh I bet,sob,weary
YASSSSS BAEEE i finessed that lil edit,heart_eyes,sob
word bond bet you never run up again,sob,weary
Funny how it as gone from #Wengerout to #KroenkeOut bet we're in for one hell of a show this season,blush,sob
I really want Starbucks,grin,weary
Subway got the best cookies,yum,heart_eyes
i bet,sob,weary
I swear,yum,sob
ayeeee bet umma hold you to that,blush,sob
cie bet jimin,heart_eyes,sob
Really want some subway,yum,weary
"Idk what I miss more: T-bell, good data, icee, Starbucks, or my squad",heart_eyes,weary
Subway giving out free 6' subs for T-Mobile today,blush,yum
Burgerking,yum,heart_eyes
lol bet,smirk,blush
I want Starbucks wtf.,sob,weary
Can you believe that I heard Paris live.... Like they really did that wtf I bet its because Oklahoma kinda looks like Paris,heart_eyes,sob
Smell them and,heart_eyes,sob
Omg You Right ! 2 Hibachi &amp; 2 Subway,yum,heart_eyes
I bet,sob,weary
I bet,smirk,weary
starbucks,heart_eyes,yum
I bet #GBBOTwitterBakeAlong,heart_eyes,blush
Dominos on the way,yum,heart_eyes
"oh fr ? That's a bet bitch, see you there best friend",wink,sob
Starbucks,weary,yum
I had missed all my Starbucks babes so bad. But now I have to go back to my shitty store,sob,weary
Now they wanna play us on regular TV! Yea I bet....#KNICKS #TEAMKNICKS #NYK4LIFE…,wink,weary
broo bet !! You know if she going I'm going for sure,sob,blush
SUBWAY,heart_eyes,yum
I bet!!,heart_eyes,weary
They probably add the toxic beef juice they put on their fries,sob,weary
Starbucks run ️,relaxed,yum
Bet that up,sob,smirk
Caramel waffle cone,heart_eyes,sob
I'm Gonna Basically Live In Starbucks During The Fall,blush,weary
Yeah. STARBUCKS,smirk,weary
I really want Starbucks,sob,weary
so y'all weren't going to ask me? bet,blush,wink
Craving starbucks,heart_eyes,weary
I bet,flushed,weary
SOS MCDONALDS IS SELLING MCGRIDDLES ALL DAY MY PRAYERS HAVE BEEN ANSWERED,heart_eyes,weary
Need some Starbucks,heart_eyes,weary
"really want some olive garden, mcdonalds or carrabas",sob,weary
The right one please,grin,sob
I want subway cookies,yum,weary
bet it,sob,smirk
you bet!,wink,blush
okay bet,smirk,blush
I would really love a venti java chip frappucino right now from tbh.,sob,blush
Soft baked cookies from Mcdonalds,heart_eyes,weary
I should've bet on this game cause warren bout to win !,blush,sob
I want Starbucks,sob,weary
I bet,sob,weary
There was also like a fridge with assorted drinks and some snacks laid out (and Starbucks ).,smirk,yum
Yeah,heart_eyes,grin
I want Starbucks and donuts,sob,weary
bet you did,sob,wink
And I bet you miss me don't ya,blush,sob
Too cute! Lucky girl! I bet she will be so loved!! ️️,relaxed,heart_eyes
lol bet,wink,blush
I bet,sob,weary
i bet,grin,weary
